JeNumber,Header Journal Name,PostDate,Description,AcctNum,Amount,Category
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-1766000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-20000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-1099999.98,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-8873999.84,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-1660983.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-450000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-995000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-144000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-2516339.63,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-17711737.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-714000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-1234417.58,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-134400.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-100000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-3270280.38,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-4837812.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-3300000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-200000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-144000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-4020375.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-6042300.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-336000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-24693760.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-647200.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-2400000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-1120000.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-21835999.92,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-190500.0,Billing Offset Reclass
4966819,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930178:,66070,-150000.0,Billing Offset Reclass
4915711,5-2020External Revenue ,2019-07-12,Journal Import 2902216:,10005,-0.01,External Revenue
4915711,5-2020External Revenue ,2019-07-12,Journal Import 2902216:,10005,-0.01,External Revenue
5319182,8-2020 Deliver,2019-10-03,Journal Import 3227369:,27035,26000.0,Deliver
5319182,8-2020 Deliver,2019-10-01,Journal Import 3227369:,27035,-41180.98,Deliver
5319182,8-2020 Deliver,2019-10-01,Journal Import 3227369:,26065,9800.0,Deliver
5209041,7-2020 Miscellaneous,2019-09-01,"Origin : Manual , Transaction Type : Check , Reference : NONREF ",15855,-300000.0,Miscellaneous
4761765,3-2020External Revenue ,2019-05-31,Journal Import 2699978:,10005,-6250.0,External Revenue
4761765,3-2020External Revenue ,2019-05-31,Journal Import 2699978:,10005,-37500.0,External Revenue
4761765,3-2020External Revenue ,2019-05-31,Journal Import 2699978:,10005,-1154666.67,External Revenue
4761765,3-2020External Revenue ,2019-05-01,Journal Import 2699978:,10005,-23077.0,External Revenue
4761765,3-2020External Revenue ,2019-05-01,Journal Import 2699978:,10005,-10000.0,External Revenue
4761765,3-2020External Revenue ,2019-05-01,Journal Import 2699978:,10005,-200000.0,External Revenue
4761765,3-2020External Revenue ,2019-05-01,Journal Import 2699978:,10005,-1737285.91,External Revenue
4761765,3-2020External Revenue ,2019-05-15,Journal Import 2699978:,10005,-678380.0,External Revenue
4761765,3-2020External Revenue ,2019-05-01,Journal Import 2699978:,10005,-432000.0,External Revenue
4761765,3-2020External Revenue ,2019-05-01,Journal Import 2699978:,10005,-48000.0,External Revenue
4761765,3-2020External Revenue ,2019-05-01,Journal Import 2699978:,10005,-105600.0,External Revenue
4761765,3-2020External Revenue ,2019-05-31,Journal Import 2699978:,10005,-2380800.0,External Revenue
4761765,3-2020External Revenue ,2019-05-01,Journal Import 2699978:,10005,-96000.0,External Revenue
4761765,3-2020External Revenue ,2019-05-31,Journal Import 2699978:,10005,-240000.0,External Revenue
4761765,3-2020External Revenue ,2019-05-01,Journal Import 2699978:,10005,-50000.0,External Revenue
4761765,3-2020External Revenue ,2019-05-01,Journal Import 2699978:,10005,-62500.0,External Revenue
5057729,6-2020External Revenue ,2019-08-01,Journal Import 3004087:,10005,-183333.33,External Revenue
5079052,6-2020Receipts ,2019-08-19,Receipt Application Status: APP Customer Name: Unilever Thai Trading Limited Customer Number: 214115 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,55060,352248.0,Receipts
5079052,6-2020Receipts ,2019-08-19,Receipt Application Status: APP Customer Name: Kinetic Worldwide (Thailand) Ltd. Customer Number: 214176 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,55060,351000.0,Receipts
5079052,6-2020Receipts ,2019-08-09,"Receipt Application Status: APP Customer Name: Perfect Companion Group Co., Ltd. Customer Number: 214156 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ",55060,390000.0,Receipts
5079052,6-2020Receipts ,2019-08-19,Receipt Application Status: APP Customer Name: Unilever Thai Trading Limited Customer Number: 214115 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,55060,471900.0,Receipts
5079052,6-2020Receipts ,2019-08-19,Receipt Application Status: APP Customer Name: Kinetic Worldwide (Thailand) Ltd. Customer Number: 214176 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,55060,332800.0,Receipts
5079052,6-2020Receipts ,2019-08-19,Receipt Application Status: APP Customer Name: Kinetic Worldwide (Thailand) Ltd. Customer Number: 214176 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,55060,300300.0,Receipts
5079052,6-2020Receipts ,2019-08-19,"Receipt Application Status: APP Customer Name: Optimum Media Direction (Thailand) Co., Ltd. Customer Number: 214189 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ",55060,-1111968.0,Receipts
5079052,6-2020Receipts ,2019-08-19,"Receipt Application Status: APP Customer Name: PHD (Thailand) Co.,Ltd. Customer Number: 214208 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ",55060,-3120000.0,Receipts
5079052,6-2020Receipts ,2019-08-19,Receipt Application Status: APP Customer Name: Unilever Thai Trading Limited Customer Number: 214115 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,55060,-308880.0,Receipts
5079052,6-2020Receipts ,2019-08-01,"Receipt Application Status: APP Customer Name: Optimum Media Direction (Thailand) Co., Ltd. Customer Number: 214189 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ",55060,-1111968.0,Receipts
5079052,6-2020Receipts ,2019-08-19,Receipt Application Status: APP Customer Name: Unilever Thai Trading Limited Customer Number: 214115 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,55060,-187200.0,Receipts
4945717,5-2020Credit Memos ,2019-07-18,"Credit Reason: Incorrect amount Input Customer Name: Dutch Mill Co.,Ltd. Customer Number: 238045 Bill-To Site: 516021 ",62510,163590.0,Credit Memos
4945717,5-2020Credit Memos ,2019-07-10,Credit Reason: Contract Name Change Customer Name: Unilever Thai Trading Limited Customer Number: 214115 Bill-To Site: 295117 ,62125,-37050.0,Credit Memos
4945717,5-2020Credit Memos ,2019-07-18,"Credit Reason: Contract Name Change Customer Name: Betagro Agro Industry Co.,Ltd. Customer Number: 214267 Bill-To Site: 295269 ",62125,-5500.0,Credit Memos
4945719,5-2020Receipts ,2019-07-18,Receipt Application Status: APP Customer Name: Kinetic Worldwide (Thailand) Ltd. Customer Number: 214176 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,50005,-302016.0,Receipts
4945719,5-2020Receipts ,2019-07-09,Receipt Application Status: APP Customer Name: Reckitt Benckiser (Thailand) Ltd. Customer Number: 214134 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,50005,-495600.56,Receipts
4945719,5-2020Receipts ,2019-07-19,"Receipt Application Status: APP Customer Name: Optimum Media Direction (Thailand) Co., Ltd. Customer Number: 214189 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ",50005,-1111968.0,Receipts
4945719,5-2020Receipts ,2019-07-17,Receipt Application Status: APP Customer Name: Nestle (Thai) Ltd. Customer Number: 214123 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,50005,-1215760.0,Receipts
4945719,5-2020Receipts ,2019-07-17,Receipt Application Status: APP Customer Name: Nestle (Thai) Ltd. Customer Number: 214123 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,50005,-767520.0,Receipts
4945719,5-2020Receipts ,2019-07-18,Receipt Application Status: APP Customer Name: Saha Pathanapibul PLC. Customer Number: 214151 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,50005,-1252550.0,Receipts
4945719,5-2020Receipts ,2019-07-18,Receipt Application Status: APP Customer Name: Lion Corporation (Thailand) Ltd. Customer Number: 214160 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,50005,-87360.0,Receipts
4945719,5-2020Receipts ,2019-07-01,Receipt Application Status: APP Customer Name: Unilever Thai Trading Limited Customer Number: 214115 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,50005,-642200.0,Receipts
4945719,5-2020Receipts ,2019-07-17,Receipt Application Status: APP Customer Name: Nestle (Thai) Ltd. Customer Number: 214123 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,50005,-117936.0,Receipts
4945719,5-2020Receipts ,2019-07-17,Receipt Application Status: APP Customer Name: Nestle (Thai) Ltd. Customer Number: 214123 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,50005,-41184.0,Receipts
4915710,5-2020External Revenue ,2019-07-12,Journal Import 2902218:,10005,0.01,External Revenue
4915710,5-2020External Revenue ,2019-07-12,Journal Import 2902218:,10005,0.01,External Revenue
4915710,5-2020External Revenue ,2019-07-12,Journal Import 2902218:,10005,0.01,External Revenue
4915710,5-2020External Revenue ,2019-07-12,Journal Import 2902218:,10005,0.01,External Revenue
4915711,5-2020External Revenue ,2019-07-12,Journal Import 2902216:,10005,0.01,External Revenue
4915710,5-2020External Revenue ,2019-07-12,Journal Import 2902218:,51025,-0.01,External Revenue
4915710,5-2020External Revenue ,2019-07-12,Journal Import 2902218:,10005,-0.01,External Revenue
4915710,5-2020External Revenue ,2019-07-12,Journal Import 2902218:,10005,-0.01,External Revenue
4915710,5-2020External Revenue ,2019-07-12,Journal Import 2902218:,10005,-0.01,External Revenue
4843301,4-2020Miscellaneous ,2019-06-01,"Origin : Manual , Transaction Type : Miscellaneous , Reference :  ",55060,-612724.0,Miscellaneous
4725679,2-2020Receipts ,2019-04-19,Receipt Application Status: APP Customer Name: EK-Chai Distribution System Co. Ltd Customer Number: 1184 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,50115,-364000.0,Receipts
5342107,8-2020 Receipts,2019-10-01,Receipt Application Status: APP Customer Name: Kinetic Worldwide (Thailand) Ltd. Customer Number: 214176 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,62110,-8712.0,Receipts
5342107,8-2020 Receipts,2019-10-18,"Receipt Application Status: APP Customer Name: Chang International Co.,Ltd. Customer Number: 214289 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ",62110,-198442.5,Receipts
5342107,8-2020 Receipts,2019-10-18,"Receipt Application Status: APP Customer Name: Chang International Co.,Ltd. Customer Number: 214289 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ",62125,39688.5,Receipts
5342107,8-2020 Receipts,2019-10-18,"Receipt Application Status: APP Customer Name: Chang International Co.,Ltd. Customer Number: 214289 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ",62125,198442.5,Receipts
5342107,8-2020 Receipts,2019-10-21,Receipt Application Status: APP Customer Name: EK-Chai Distribution System Co. Ltd Customer Number: 1184 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,62125,-2827.8,Receipts
5342107,8-2020 Receipts,2019-10-21,Receipt Application Status: APP Customer Name: Nestle (Thai) Ltd. Customer Number: 214123 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,62125,-17496.0,Receipts
5342107,8-2020 Receipts,2019-10-21,Receipt Application Status: APP Customer Name: dentsu X (Thailand) Ltd. Customer Number: 214193 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,62125,-15000.0,Receipts
5342107,8-2020 Receipts,2019-10-21,Receipt Application Status: APP Customer Name: EK-Chai Distribution System Co. Ltd Customer Number: 1184 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,62125,-31500.0,Receipts
5342107,8-2020 Receipts,2019-10-21,Receipt Application Status: APP Customer Name: P&G Trading (Thailand) Pte Ltd Customer Number: 214121 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,62125,-7560.0,Receipts
5342107,8-2020 Receipts,2019-10-21,Receipt Application Status: APP Customer Name: EK-Chai Distribution System Co. Ltd Customer Number: 1184 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,62125,-600.0,Receipts
5342107,8-2020 Receipts,2019-10-21,Receipt Application Status: APP Customer Name: dentsu X (Thailand) Ltd. Customer Number: 214193 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ,62125,-9000.0,Receipts
5342107,8-2020 Receipts,2019-10-21,"Receipt Application Status: APP Customer Name: Neo Corporate Co.,Ltd. Customer Number: 214229 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ",62125,-40830.0,Receipts
5342107,8-2020 Receipts,2019-10-21,"Receipt Application Status: APP Customer Name: Sino-Pacific Trading (Thailand) Co., Ltd. Customer Number: 214148 Bill-To Site:  Remittance Bank Name: HK and Shanghai Banking Corp Ltd Remittance Bank Account Name: dh Thailand - THB 001 ",62125,-600.0,Receipts
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-180000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-880000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-75240.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-128340.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-39600.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-194400.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-750000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-522000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-1350000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-1100000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-346860.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-346860.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-72000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-180000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-1080000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-200000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-363000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-792000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-80000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-406168.84,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-1500000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-537600.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-1500000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-872800.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-200000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-246000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-47326100.1,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-720000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-1252005.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-195000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-693720.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-303600.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-52800.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-448800.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-1350000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-245400.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-1200000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-3000000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-1262700.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-35802.74,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-532000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-48000.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-927258.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-1514332.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-288750.0,Billing Offset Reclass
4966803,5-2020Billing Reclassification ,2019-07-31,Journal Import 2930176:,51025,-880000.0,Billing Offset Reclass
4966815,6-2020Billing Reclassification ,2019-08-01,Journal Import 2930182:,51025,873885.0,Billing Offset Reclass
4915710,5-2020External Revenue ,2019-07-12,Journal Import 2902218:,51025,0.01,External Revenue
4915710,5-2020External Revenue ,2019-07-01,Journal Import 2902218:,51025,1679640.72,External Revenue
4915710,5-2020External Revenue ,2019-07-12,Journal Import 2902218:,51025,0.01,External Revenue
5170867,7-2020Reconciled Payments ,2019-09-12,"Payment Cleared , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000823 , Payment Number : 36420 , Payment Date : 12-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Falcon Inter Company Limited Payment Currency Code THB ",55060,-37740.0,Reconciled Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000839 , Payment Number : 36461 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Boonnake, Pongsakon Payment Currency Code THB ",60105,1748.0,Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000844 , Payment Number : 36471 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Aprint Co.,Ltd Payment Currency Code THB ",60105,38948.0,Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000844 , Payment Number : 36471 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Aprint Co.,Ltd Payment Currency Code THB ",60105,77082.8,Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000845 , Payment Number : 36472 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Armstrong International  Co., Ltd. Payment Currency Code THB ",60105,102780.0,Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000847 , Payment Number : 36474 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Idea Orbit Co., Ltd. Payment Currency Code THB ",60105,13631.8,Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000841 , Payment Number : 36468 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : TOT Public Company Limited Payment Currency Code THB ",60105,107.0,Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000846 , Payment Number : 36473 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Inspire Image Co.,Ltd. Payment Currency Code THB ",60105,1332.15,Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000844 , Payment Number : 36471 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Aprint Co.,Ltd Payment Currency Code THB ",60105,20715.2,Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000844 , Payment Number : 36471 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Aprint Co.,Ltd Payment Currency Code THB ",60105,3959.0,Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000844 , Payment Number : 36471 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Aprint Co.,Ltd Payment Currency Code THB ",60105,44512.0,Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000848 , Payment Number : 36475 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : South Asia Law Co., Ltd. Payment Currency Code THB ",62110,-2920.27,Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000852 , Payment Number : 36479 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Carat (Thailand) Co., Ltd. Payment Currency Code THB ",62110,-3311.7,Payments
5170868,7-2020Payments ,2019-09-19,"Payment Created , Payment Document Sequence Name : TH dh AP PAY Gapless , Payment Document Sequence Number : 365100000847 , Payment Number : 36474 , Payment Date : 19-SEP-19 , Bank Account Name : dh Thailand - THB 001 , Payment Currency Code : THB , Payment Method : DH_MANUAL , Payee : Idea Orbit Co., Ltd. Payment Currency Code THB ",62110,-1905.0,Payments
