survived,pclass,age,sibsp,parch,fare,adult_male,embark_town,alive,alone,fare_zscore,sex_female,sex_male,"age_cat_(-inf, 12.0]","age_cat_(12.0, 18.0]","age_cat_(18.0, 25.0]","age_cat_(25.0, 30.0]","age_cat_(30.0, 35.0]","age_cat_(35.0, 40.0]","age_cat_(40.0, 45.0]","age_cat_(45.0, 50.0]","age_cat_(50.0, 60.0]","age_cat_(60.0, 70.0]","age_cat_(70.0, 80.0]","age_cat_(80.0, inf]",embarked_C,embarked_None,embarked_Q,embarked_S,class_First,class_Second,class_Third,who_child,who_man,who_woman,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_Missing
0,1,40.0,0,0,0.0,1,Southampton,no,1,-2.88548142265613,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,3,25.136363636363637,0,0,7.75,0,Queenstown,no,1,-0.8437075435148569,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,36.0,0,0,10.5,1,Southampton,no,1,-0.5409029397595562,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,16.0,4,1,39.6875,1,Southampton,no,0,0.7849146243845684,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,3,25.0,1,0,7.775,1,Southampton,yes,0,-0.8404962381715625,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,58.0,0,1,153.4625,0,Southampton,yes,0,2.1334253439722652,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,35.0,0,0,135.6333,0,Southampton,yes,1,2.0102810141181373,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,32.60830860534124,0,0,31.0,1,Southampton,no,1,0.5385796605971048,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,25.0,0,0,0.0,1,Southampton,yes,1,-2.88548142265613,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,2,41.0,0,1,19.5,0,Southampton,yes,0,0.07634690314701673,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,37.0,0,1,29.7,1,Cherbourg,no,0,0.49586333366001495,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,25.136363636363637,0,0,7.75,0,Queenstown,yes,1,-0.8437075435148569,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,1,63.0,1,0,77.9583,0,Southampton,yes,0,1.4581008946638134,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3,45.0,0,0,7.75,0,Southampton,no,1,-0.8437075435148569,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,32.60830860534124,0,0,0.0,1,Southampton,no,1,-2.88548142265613,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,7.0,4,1,29.125,0,Queenstown,no,0,0.47636971043102355,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,3,35.0,1,1,20.25,0,Southampton,yes,0,0.11397814072020843,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,65.0,0,0,7.75,1,Queenstown,no,1,-0.8437075435148569,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.8542,1,Southampton,no,1,-0.8303905713178548,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,16.0,0,0,9.5,1,Southampton,no,1,-0.6406971017980051,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,3,19.0,0,0,8.05,1,Southampton,yes,1,-0.8058380764704022,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,32.60830860534124,0,0,26.0,1,Southampton,no,1,0.3631974153869037,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,3,33.0,0,0,8.6625,1,Cherbourg,no,1,-0.7327187712995227,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,3,30.0,0,0,9.5,1,Southampton,yes,1,-0.6406971017980051,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,22.0,0,0,7.8958,1,Southampton,no,1,-0.8251232888462876,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,2,42.0,0,0,13.0,1,Southampton,yes,1,-0.3279461866690772,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,22.0,0,0,7.75,0,Queenstown,yes,1,-0.8437075435148569,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,1,26.0,0,0,78.85,0,Southampton,yes,1,1.469441264760606,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,19.0,1,0,91.0792,0,Cherbourg,yes,0,1.6132066429247554,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,2,36.0,0,0,12.875,1,Cherbourg,no,1,-0.33758016931744844,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,3,24.0,0,0,8.85,0,Southampton,no,1,-0.7113665753659277,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,24.0,0,0,7.8958,1,Southampton,no,1,-0.8251232888462876,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,34.9609375,0,0,27.7208,1,Cherbourg,no,1,0.4270986659011525,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,23.5,0,0,7.2292,1,Cherbourg,no,1,-0.9130709271483137,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,2.0,1,2,151.55,0,Southampton,no,0,2.1209209593334957,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,32.60830860534124,0,0,30.5,1,Southampton,yes,1,0.5223661416189997,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,50.0,0,1,247.5208,0,Cherbourg,yes,0,2.6100819301786333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1,3,25.136363636363637,0,0,7.75,0,Queenstown,yes,1,-0.8437075435148569,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,3,39.5,2,0,23.25,1,Queenstown,yes,0,0.2517291483572184,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,19.0,0,0,0.0,1,Southampton,no,1,-2.88548142265613,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,2,25.136363636363637,0,0,12.35,0,Queenstown,yes,1,-0.37909121508236615,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,3,32.60830860534124,0,0,8.05,1,Southampton,no,1,-0.8058380764704022,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,0.92,1,2,151.55,0,Southampton,yes,0,2.1209209593334957,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,33.75,0,0,110.8833,0,Cherbourg,yes,1,1.8093867692557384,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,17.0,1,0,108.9,0,Cherbourg,yes,0,1.7913906717592736,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,2,30.0,1,0,24.0,1,Cherbourg,no,0,0.2833860753838875,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,30.0,0,0,56.9292,0,Cherbourg,yes,1,1.1446439074172396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,24.0,0,0,83.1583,0,Cherbourg,yes,1,1.5224861979424371,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,18.0,2,2,262.375,0,Cherbourg,yes,0,2.6681936275619598,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,2,26.0,1,1,26.0,0,Southampton,no,0,0.3631974153869037,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.8958,1,Southampton,no,1,-0.8251232888462876,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2,43.0,1,1,26.25,1,Southampton,no,0,0.37273920539989586,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,26.0,0,0,7.8542,0,Southampton,yes,1,-0.8303905713178548,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,2,24.0,1,0,26.0,0,Southampton,yes,0,0.3631974153869037,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,54.0,0,0,14.0,1,Southampton,no,1,-0.25405242751966967,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,31.0,0,2,164.8667,0,Southampton,yes,0,2.204899177264963,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,40.0,1,1,134.5,0,Cherbourg,yes,0,2.001914546404551,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,3,22.0,0,0,7.25,1,Southampton,no,1,-0.9102061430761234,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,27.0,0,0,7.8958,1,Southampton,no,1,-0.8251232888462876,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,2,30.0,0,0,12.35,0,Queenstown,yes,1,-0.37909121508236615,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,2,22.0,1,1,29.0,0,Southampton,yes,0,0.47208106103583847,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,32.60830860534124,8,2,69.55,1,Southampton,no,0,1.3443026381262946,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,36.0,0,0,135.6333,0,Cherbourg,yes,1,2.0102810141181373,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,61.0,0,0,6.2375,1,Southampton,no,1,-1.0601933481135306,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,2,36.0,0,0,13.0,0,Southampton,yes,1,-0.3279461866690772,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,3,31.0,1,1,20.525,0,Southampton,yes,0,0.12742801223932962,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,1,16.0,0,1,57.9792,0,Cherbourg,yes,0,1.1628670148803344,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1,3,25.136363636363637,2,0,23.25,0,Queenstown,yes,0,0.2517291483572184,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,45.5,0,0,28.5,1,Southampton,no,1,0.4547395900740697,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,38.0,0,1,153.4625,1,Southampton,no,0,2.1334253439722652,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,16.0,2,0,18.0,1,Southampton,no,0,-0.003464436855999439,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,31.71656050955414,1,0,133.65,0,Southampton,yes,0,1.9955931153481836,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,32.60830860534124,0,0,7.8958,1,Southampton,no,1,-0.8251232888462876,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,29.0,1,0,66.6,1,Southampton,no,0,1.3010865777360319,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,41.0,0,0,134.5,0,Cherbourg,yes,1,2.001914546404551,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,3,45.0,0,0,8.05,1,Southampton,yes,1,-0.8058380764704022,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,45.0,0,0,35.5,1,Southampton,no,1,0.6737333511957474,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2.0,1,1,26.0,0,Southampton,yes,0,0.3631974153869037,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,1,24.0,3,2,263.0,0,Southampton,yes,0,2.6705660042395767,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,2,28.0,0,0,13.0,1,Southampton,no,1,-0.3279461866690772,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,2,25.0,0,0,13.0,1,Southampton,no,1,-0.3279461866690772,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,2,36.0,0,0,13.0,1,Southampton,no,1,-0.3279461866690772,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,24.0,0,0,13.0,0,Southampton,yes,1,-0.3279461866690772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,2,40.0,0,0,13.0,0,Southampton,yes,1,-0.3279461866690772,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,3,31.71656050955414,1,0,16.1,0,Southampton,yes,0,-0.1146944744144217,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,3,3.0,1,1,15.9,0,Southampton,yes,0,-0.127158504798528,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,3,42.0,0,0,8.6625,1,Southampton,no,1,-0.7327187712995227,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,23.0,0,0,9.225,1,Southampton,no,1,-0.6699868016213723,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,32.60830860534124,0,0,35.0,1,Southampton,no,1,0.6595897176397824,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,15.0,1,1,7.2292,0,Cherbourg,no,0,-0.9130709271483137,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,3,25.0,1,0,17.8,1,Southampton,no,0,-0.014605440439111413,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,34.9609375,0,0,7.225,1,Cherbourg,no,1,-0.9136503932960387,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,9.5,1,Southampton,no,1,-0.6406971017980051,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,22.0,0,1,55.0,0,Southampton,yes,0,1.1102683545306369,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,2,38.0,0,0,13.0,0,Southampton,no,1,-0.3279461866690772,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,3,25.136363636363637,0,0,7.8792,0,Queenstown,yes,1,-0.827221802054974,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,3,25.136363636363637,0,0,7.8792,0,Queenstown,yes,1,-0.827221802054974,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,40.0,1,4,27.9,1,Southampton,no,0,0.4335236950698412,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2,29.0,1,0,27.7208,1,Cherbourg,no,0,0.4270986659011525,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,45.0,0,1,14.4542,0,Cherbourg,no,0,-0.22221701607189315,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,35.0,0,0,7.05,1,Southampton,no,1,-0.938099135222973,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,39.5,1,0,15.5,1,Queenstown,no,0,-0.152563941458876,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,30.0,0,0,7.25,1,Southampton,no,1,-0.9102061430761234,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,60.0,1,0,75.25,0,Cherbourg,yes,0,1.4228449345866097,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,3,33.75,0,0,7.2292,0,Cherbourg,yes,1,-0.9130709271483137,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,3,25.136363636363637,0,0,7.75,0,Queenstown,yes,1,-0.8437075435148569,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,1,24.0,0,0,69.3,0,Cherbourg,yes,1,1.3407120348684196,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,25.0,1,0,55.4417,1,Cherbourg,yes,0,1.1182440664415707,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,3,18.0,1,0,6.4958,1,Southampton,no,0,-1.0197342830731029,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,19.0,0,0,8.05,1,Southampton,no,1,-0.8058380764704022,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,22.0,0,0,135.6333,1,Cherbourg,no,1,2.0102810141181373,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,3.0,3,1,21.075,0,Southampton,no,0,0.1537954234490378,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,1,33.75,1,0,82.1708,0,Cherbourg,yes,0,1.5105747160704739,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,22.0,0,0,7.25,0,Southampton,yes,1,-0.9102061430761234,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,27.0,0,2,211.5,1,Cherbourg,no,0,2.4532669059205157,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,20.0,0,0,4.0125,1,Cherbourg,no,1,-1.5000831101006444,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,19.0,0,0,7.775,1,Southampton,no,1,-0.8404962381715625,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,42.0,0,0,227.525,0,Cherbourg,yes,1,2.526090918017559,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,1.0,0,2,15.7417,0,Cherbourg,yes,0,-0.13713544929844276,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,3,32.0,0,0,7.925,1,Southampton,no,1,-0.821442611646661,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,35.0,1,0,52.0,0,Southampton,yes,0,1.0543410174428847,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,32.60830860534124,0,0,7.8958,1,Southampton,no,1,-0.8251232888462876,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2,18.0,0,0,73.5,1,Southampton,no,1,1.3993824533209234,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,3,1.0,5,2,46.9,0,Southampton,no,0,0.9514133546387696,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,2,36.0,0,0,13.0,0,Southampton,yes,1,-0.3279461866690772,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,39.5,0,0,7.7292,1,Queenstown,no,1,-0.8463872542215128,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,2,17.0,0,0,12.0,0,Cherbourg,yes,1,-0.40775752667209336,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,36.0,1,2,120.0,1,Southampton,yes,0,1.88817182259932,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,3,21.0,0,0,7.7958,1,Southampton,yes,1,-0.8378322917026849,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,2,0,7.925,1,Southampton,no,0,-0.821442611646661,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,23.0,1,0,113.275,0,Cherbourg,yes,0,1.8306652779495596,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,3,24.0,0,2,16.7,0,Southampton,yes,0,-0.07821079071081982,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,3,22.0,0,0,7.7958,1,Southampton,no,1,-0.8378322917026849,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
